text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
i want to join the anp im sick of all the fucking niggers and jews and mongs icant turn on the tv without a fucking nigger being onit,0.9583344,0.94125,0.96133137,0.5972547,0.97441125,0.7893632,0.7662041,0.96805567
like liberal just say it liberal for whites means nigger lover and for blacks mean nigger im done here!,0.77806646,0.7528911,0.8453147,0.34125286,0.7532383,0.2570495,0.19687524,0.94257116
hear it. but when i talked about niggers they stomped the floor ! same when trump talks wall instead of taxes.,0.650189,0.588205,0.72397673,0.37654537,0.66136384,0.19761808,0.53462434,0.8921792
you're such a stupid nigger that you don't even know what pseudo means.,0.95473075,0.8800258,0.9806645,0.15535407,0.95502234,0.0854594,0.13369988,0.96805567
yes we can nigger applies to all colirs including the #kkk got that white niggers,0.8635976,0.80607843,0.8679444,0.28860357,0.77089024,0.15916246,0.30843025,0.95402986
"""blame others, blame everyone never take responsibility.nigger is always innocent.""",0.61826205,0.62509066,0.8060987,0.359934,0.7791786,0.11788434,0.20501338,0.9173629
"""if you killed all the niggers in your school you'd have the master race"""""""" -""",0.8393344,0.89362836,0.895227,0.34514785,0.84019643,0.2458569,0.9570354,0.96586806
they're computer geeks who couldn't get white girlfriends in college so they're nigger lovers now .,0.6556601,0.801272,0.8569621,0.37078565,0.8302999,0.34093258,0.29594755,0.9495081
urban environment is your code for filled with niggers right?,0.7663013,0.6462692,0.7905691,0.23885879,0.7422003,0.1571176,0.27517673,0.92455935
"""nothing to see here, goyess""",0.2712817,0.33176816,0.41281593,0.3185633,0.43578395,0.24249023,0.29963177,0.62084514
not know crap about family values. yhvh will throw these bunch of pharisees in hell.#frcdcistonedeaftojesus,0.7816909,0.6549299,0.8257181,0.5001654,0.8052676,0.17193064,0.7171617,0.56632644
take your worthless black asses back to africa. fuck you.,0.9863082,0.936239,0.9614626,0.4288433,0.98357123,0.93873084,0.43268478,0.96805567
jail time 10 years no parole at all f---n mexicans,0.62792164,0.67883974,0.65105146,0.28271893,0.6210699,0.17564547,0.43467525,0.8839904
i would have no problem putting a bullet into these women's heads.,0.8129004,0.8155424,0.64380085,0.5089525,0.33662903,0.31302378,0.97589266,0.8008965
"""more nigger punks like trayvon need killing. i'd love to kill me a nigger. if riots happen, i'll kill several niggers!""",0.91406596,0.9191597,0.93234444,0.3278805,0.88442606,0.17976718,0.98462415,0.96805567
"""shoot couple of this sand niggers, they will learn quick!""",0.8269591,0.87427866,0.89375156,0.42867342,0.83350897,0.1813032,0.9712794,0.95420575
"""if you can't stop the trannies, you aren't gonna stop muhammad, m8.""",0.4497033,0.61092246,0.76794964,0.22516078,0.62230915,0.39215273,0.32611126,0.92236817
gotta get rid of the niggers,0.93413806,0.87427866,0.87645715,0.30183855,0.783563,0.17294204,0.91432226,0.96805567
"""but, but.what do you think their motive was? shoot. them. dead. in. the. street.""",0.6710289,0.25815248,0.1857195,0.30305338,0.07263343,0.016078494,0.9051912,0.06887564
"""after celebrations are over on 20th jan; pl start bombing #china, all muslims and whosoever talked against you""",0.58919406,0.53348106,0.389518,0.3940687,0.2387773,0.100186594,0.8763936,0.8008965
"""it would be interesting project to join party, then shoot you with small pistol one by one. fun.""",0.5124461,0.6289033,0.33402032,0.36118016,0.15806957,0.05941968,0.98099005,0.119507514
"""we should destroy the saudis. all muslims. israel isn't muslim, so i don't have a problem with them.""",0.83020335,0.6825794,0.5249755,0.44420838,0.4200446,0.096181124,0.8763936,0.92215836
"""so, when u are invaded, what does one do?kick the shit out of invaders and take no prisoners""",0.630413,0.7791304,0.7830294,0.38485074,0.91128254,0.26011088,0.8763936,0.6027325
hang him burn him shoot him then deport him.,0.8831064,0.8486256,0.5505059,0.20472898,0.33576757,0.039761003,0.9923897,0.5714846
hang him too,0.6556601,0.6472143,0.26988274,0.39237925,0.2925713,0.0904683,0.9755639,0.28483537
deport the invading islamic barbarians!!!,0.7464593,0.6902981,0.68785954,0.37035432,0.42280924,0.07818387,0.70324844,0.89218986
no more #daca! no #amnesty! let the #illegalalien #dreamers dream in their home countries! my dream is that all #foreign #nationals will be sent home (aka: #deported)! stop oppressing the #american #taxpayer!,0.37360558,0.19668372,0.24159667,0.44204086,0.16538607,0.086165376,0.2789763,0.39285383
"""my blood is boiling! damned drunken illegals! leave, take your children and get out now!""",0.8202001,0.8416842,0.9084447,0.35881913,0.9066618,0.22525726,0.7613923,0.89282084
"""how many terrorists would you be okay 100,10, 0? a sure vetting system would be to ban muslims for a time""",0.52368855,0.41716346,0.47590914,0.28293097,0.21023034,0.051632844,0.35311693,0.80920696
"""the muslim grooming gangs are almost entirely a pakistani issue. deport pakistanis, en""",0.4945446,0.49415278,0.60072154,0.3773582,0.3825514,0.16755697,0.2630973,0.85312235
"""attack back, but with heavy weapons!""",0.35227737,0.113926254,0.099785134,0.36996445,0.09986585,0.05372256,0.5503072,0.076501526
"""- take them out back and shoot them, screw that jail time.""",0.68288773,0.66937584,0.4801019,0.37189963,0.50183314,0.047292024,0.9760055,0.15130013
"""Except, perhaps, to #SmugLiberal awards ceremonies...or maybe out back to shoot 'em. #SmugHollywoodTypes #Hollywood #JimmyKimmel #Trump #Hannity #Homophobic #Twitter #Twatter #OutBackToShootEm""",0.4458971,0.59783256,0.56832176,0.41946003,0.44016483,0.34123877,0.92843693,0.48460075
The fact is that these will never stop happening until autistics and mental retards are sterilized and removed from the population and institutionalized. This kid snapped because he lost a game. Only autistics behave this way. http://www.foxnews.com/us/2018/08/26/mass-shooting...,0.5535644,0.48808718,0.7131382,0.32179344,0.43768445,0.09463638,0.71327996,0.6350989
"""Illegal aliens are an imminent threat to this country. They must be rounded up, interned, and deported NOW. All illegal crossings at the border must be stopped with GUNFIRE. #InternAndDeport""",0.5174561,0.2931417,0.47387606,0.5003723,0.09279573,0.06528431,0.6125105,0.6026502
"""It's time to purge the entire landmass of the United States of the plague that is the Jewish pedophile population https://twitter.com/michaelianblack/status/1020869... They hate our right to bear arms more than SEX WITH CHILDREN I wouldn't mind seeing these vermin Hunger Gamed. Put them in a pit, tell them to hunt each other down""",0.6430099,0.79614675,0.8301602,0.6203798,0.7385791,0.84930843,0.8411647,0.9238612
"""I unironically believe an ugly, ungrateful barren cunt like Sarah Jeong should be harassed and bullied until she cracks under pressure. She has preemptively blocked half of the Internet to protect her ego already. Keep it coming.""",0.7007861,0.80743164,0.895227,0.5437388,0.8868394,0.8494624,0.8210337,0.58523935
Anyone shouting Allahu Akbar should immediately be shot. There is no place in civilization for the barbaric Satanism known as Islam,0.81344116,0.8486256,0.7239714,0.32878473,0.6284141,0.15017556,0.9762162,0.94264317
"""People like this need put down, euthanized. Not just thrown into prison for us to pay for their food and care for decades. https://www.breitbart.com/texas/2018/07/13/texas-m... #MAGA #Trump ##GabFam""",0.5035055,0.15276344,0.314109,0.37552384,0.08006568,0.026490035,0.60482883,0.16371688
#SellOutSessions #JusticeDenied #Trump Let's get colonial on these traitors... give them due process and hang them. http://madworldnews.com/jeff-sessions-owe-fbi-agen...,0.58919406,0.4634637,0.734651,0.50169533,0.22020988,0.1149226,0.8908898,0.28109714
"""Bring the pain down upon her mom. #Trump #MAGA #KAG2020 #2A #USA #Mueller #AntiFa Address: 1315 Peach Orchard RdSalisbury, North Carolina 28146 tel (704) 630-4700Websitehttp://dillards.com https://bigleaguepolitics.com/meet-the-charlotte-a...""",0.31389946,0.0641511,0.160196,0.49944955,0.049831126,0.06479136,0.17284651,0.07431843
"""Bring the pain down upon her mom. #Trump #MAGA #KAG2020 #2A #USA #Mueller #AntiFa Address: 1315 Peach Orchard RdSalisbury, North Carolina 28146 tel (704) 630-4700Websitehttp://dillards.com https://bigleaguepolitics.com/meet-the-charlotte-a...""",0.31389946,0.0641511,0.160196,0.49944955,0.049831126,0.06479136,0.17284651,0.07431843
Liberal White women are garbage people - I hope they all meet Mollie Tibbetts' fate. Here's another one for the trash heap:http://archive.fo/8htSI,0.8129004,0.6624362,0.82503164,0.5864722,0.5655905,0.21806028,0.45546114,0.88554025
"""Aw, ya had ta mention it...#HangTheBitches""",0.5750231,0.5200479,0.49856275,0.515786,0.46348086,0.386483,0.82345974,0.52401996
Irl I would smack the shit out of your skank face and you would beg for forgiveness,0.91406596,0.7906858,0.7942606,0.6265876,0.91128254,0.49854255,0.952788,0.32042572
Who wants to kill little blasphemous sand babies 👶🏽?https://www.youtube.com/watch?v=EDAY56MdPEI,0.7344555,0.589709,0.5691075,0.4255036,0.3786705,0.086091034,0.92843693,0.40539968
"""I'd bet a bag full of the finest jew hair that my level of hatred for kikes surpasses the entirety of the 220 million dog eating chinks in Chinkland. Not only are The Yellow Jew patterning their own culture after the bugman mentality, they are actively spewing bioindustrial waste all over their land in the name of """"progress."""" Chinks are kike knockoffs. Gas 'em.""",0.6710289,0.6508857,0.7097141,0.5802684,0.6127942,0.27989691,0.62371963,0.96805567
"""Some faggot-loving newspaper wants folks to stay queer if they're either born or """"are"""" that way https://www.yahoo.com/news/more-20-000-lgbt-teenagers-175450952.html Anyone who opposes trying to convert a fag into a hetero is a traitor not just to #Whites, but to the entire human race, and should be condemned & punished. In my #WN state, they would be-""",0.6887467,0.653726,0.7680922,0.52497774,0.7338292,0.3353516,0.75849223,0.86284435
Yooooooo I'd kill that nigger,0.96751314,0.9193945,0.8823431,0.2966785,0.876051,0.15327643,0.986512,0.96805567
"""#TarAndFeather THESE #DeepState motherf**king Government drones and squares, THEN THROW THEM IN GITMO FOR ATTEMPTING TO SUBVERT OUR DEMOCRACY.""",0.650189,0.8054555,0.83760905,0.40038455,0.92678523,0.55914754,0.66236764,0.41083285
"""Send that little cunt to the guillotine, then mount his head on a spike and have it decorate the outside of the whitehouse.""",0.81344116,0.79602027,0.7657347,0.57440203,0.91128254,0.9256257,0.83159786,0.3898288
Throw every one of the traitor son of a bitches off the bench and hang them RFN!!!!!!!!!!!!!!!!,0.95473075,0.9393468,0.95656526,0.53793055,0.95046735,0.5268259,0.9755639,0.8422688
Nice false equivalency you cretinous niggerstain.,0.867151,0.81868523,0.9328962,0.23535854,0.8694752,0.17421606,0.27392113,0.95402986
Soros needs to die like a diseased dog in the middle of Main Street/,0.8393344,0.7617044,0.6977516,0.32888272,0.55829525,0.08273333,0.9740376,0.4013641
Take a bullet like a fucking man you faggot -me to that gay faggot Nigger kike David Hogg. I'm not a fag but I'd fuck him if he came into my cell on death row in Texas.,0.96176314,0.96486,0.9730961,0.68466145,0.9790118,0.9284563,0.92843693,0.96805567
"""Yes ma'am, and we'll warm up @TheRealDonaldTrump45 before we shove him in an oven.""",0.44670263,0.34850568,0.2125842,0.39146802,0.21381243,0.17382033,0.8595463,0.2414954
That is simply a reason to exterminate all Moslims wherever you find them,0.78524166,0.7409422,0.5081162,0.28366035,0.4482735,0.11970501,0.9528284,0.8945003
David Hogg needs his ass kicked.....right after his parents get theirs kicked for raising such a wretched human being.,0.867151,0.8116582,0.9084904,0.5381011,0.8868394,0.93883735,0.8814706,0.54541576
"""First of all, you're a fucking wetback. Secondly, you're pro-kike, therefore anti-White. Firing squad for you, traitor.""",0.83020335,0.8657001,0.942489,0.4632255,0.9365392,0.39665353,0.82345974,0.96805567
"""What's to analyze? Invasion coming, put troops on border, shoot those stupid enough to cross. Tell Mexico to shove it up their ass.""",0.8635976,0.7864627,0.9521963,0.49834964,0.91128254,0.93802696,0.9419436,0.67692435
THEN WHY HAVEN'T THEY BEEN HUNG FOR TREASON!,0.54375964,0.13034889,0.34161595,0.32395837,0.14731917,0.060738523,0.17926458,0.2019437
"""The US and UK are jealous of Russia selling a shit load of out of date weapons to Syria and need some plan to dump the weapon stockpiles. So, bomb the shit out of Syria.""",0.7382047,0.7071466,0.71733737,0.37168625,0.8868394,0.15380262,0.82345974,0.7266748
I don't need someone to explain to me how the Dems are outright traitors. What I need explained to me is how do we get these fuckers hanged.,0.7816909,0.76399213,0.8814597,0.39715907,0.9059643,0.34970477,0.880893,0.6350989
Tell him to bring his goat and camel fucking faggot ass to America and burn a flag in front of me ... I will beat him into a trauma center bare handed that faggot pussy bitch don’t have the balls to come here and do it,0.9254919,0.9469105,0.94309086,0.86862004,0.9663419,0.97458434,0.9755639,0.92455935
Theresa May is a traitor and needs to be shot like a traitor,0.867151,0.8416842,0.895227,0.5344455,0.61762184,0.17763771,0.97333854,0.6331453
Those filthy traitors must hang!!!,0.8831064,0.8416842,0.9091764,0.53733724,0.69309914,0.18372688,0.9712794,0.5996172
Nuke 'em 'till they glow and use them for runway lights.,0.5031149,0.18389933,0.10534813,0.28954324,0.091120996,0.041071042,0.8052204,0.116885856
I hope Iran nukes Israel off the map,0.630413,0.7638276,0.40933803,0.366819,0.4056653,0.11083742,0.9543289,0.8422688
I don't mind the occasional gas the kikes thrown in as long as it's satirical and makes me laugh a bit at their discomfort. 😎,0.42631236,0.36601716,0.4420684,0.40130094,0.37267065,0.19457382,0.7004222,0.6350989
Kill them all. Let Allah sort them out.,0.8763571,0.94772506,0.74141735,0.26164022,0.783563,0.09354154,1.0,0.9481941
I would think your Sweden cops should be able to use their snipers and shoot those with flaming bombs in their hands. Till you crush the muslims they will never stop. muslims only understand force.,0.6757943,0.8058832,0.660731,0.37800664,0.50908655,0.15456799,0.9664865,0.9352267
