,text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
6893,what do you call a letter from a feminist ? hate male,0.650189,0.37395087,0.54153144,0.16924536,0.2753118,0.100510076,0.13281876,0.8632592
6894,what is ironic about the lgbt <allcaps> flag ? all the colors are straight .,0.25676212,0.10577847,0.32438025,0.19503246,0.1257591,0.049265884,0.07613356,0.64173776
6895,why did they plant trees in harlem ? for free public transit .,0.02397547,0.018040437,0.037149362,0.2435584,0.01524714,0.032029536,0.073574066,0.035110578
6896,"""woman : what were the results from the test ? doctor : there are good news and bad news , the good news is that your child will always find a parking space""",0.09279997,0.04024351,0.13723053,0.23011413,0.035288066,0.031528775,0.062272966,0.12905408
6897,did you hear about the woman who got hit by a car ? police are questioning why she was out of the kitchen .,0.119228795,0.120718986,0.20055927,0.25282854,0.0734974,0.073334776,0.45001796,0.25751284
6898,if a muslim beats his wife is it domestic violence or child abuse ?,0.46292964,0.6077942,0.5677438,0.5001631,0.4242544,0.54343617,0.82345974,0.82222193
6899,"""what happens when you boil a cabbage ? i do n't know , a japanese guy stabbed him before i could find out .""",0.355017,0.522664,0.44861758,0.41034108,0.31032324,0.17490268,0.8908898,0.61276114
6900,"""offensive joke . well , i hope anyway a little black jewish boy says to his daddy , """" dad am i more black or jewish ? """" """" why do you ask ? """" , says the dad . the boy says , """" well a guy at school has a bike for sale for $ <number> and i ca n't decide if i want to haggle him down to $ <number> or just steal it . """"""",0.5174561,0.681741,0.70733654,0.58164614,0.65655845,0.39234912,0.6524441,0.8687196
6901,what do you call a muslim at a peace rally ? lost .,0.5818954,0.21801037,0.2964181,0.26724327,0.14397503,0.06969954,0.11442646,0.68719006
6902,what s the difference between a passed out college chick and a pickle jar i ca nt fit my fist in a pickle jar,0.630413,0.30622178,0.3959765,0.60175186,0.38499457,0.5859642,0.53018713,0.2937824
6903,what would be another name for black lives matter ? rise of the planet of the apes .,0.7138269,0.5382837,0.712314,0.2838165,0.50777733,0.092442594,0.37965846,0.86503637
6904,jews what 's the best jew joke ever ? the holocaust,0.6611312,0.62177676,0.5432191,0.37313658,0.43632805,0.15651742,0.60011446,0.87698615
6905,what 's the best way to wash down five hundred chocolates ? katrina .,0.22987647,0.035041455,0.09389354,0.25280917,0.066377066,0.05258119,0.086424746,0.061277185
6906,what 's the difference between feminists and hockey players ? hockey players shower after <number> periods .,0.2835225,0.044852257,0.22763102,0.17980011,0.07427857,0.034307223,0.044233337,0.39523914
6907,what 's the hardest part about being a muslim ? pilot school,0.34388447,0.16470157,0.1686533,0.26029995,0.12585019,0.10824419,0.08750571,0.56870764
6908,"""the prophet mohammed and his wife walk into a pub and the barman says , """" sorry , mo , kids have to stay outside in the garden . """"""",0.22977416,0.16233532,0.2094859,0.26998645,0.12458258,0.22530705,0.13905877,0.34571385
6909,how did the jewish kid cheat on his math test ? he used the numbers on his arm .,0.39157572,0.41994336,0.47191486,0.45863158,0.37227163,0.2654199,0.42680743,0.77033406
6910,what 's the meanest thing you can do to a blind person ? give them a cheese grater to read .,0.33859563,0.20258513,0.55989265,0.26435965,0.25537232,0.077131584,0.11419712,0.24983636
6911,i fuck my wife the same way islam fucks muslims . <repeat> <number> times a day and she has to face me while being submissive .,0.9254919,0.931247,0.895227,0.8458795,0.9714379,0.97149086,0.8108678,0.9399891
6912,why is jesus probably black ? because he can not tell who was his real father .,0.4489545,0.30970693,0.46953085,0.25818864,0.31390765,0.112504855,0.08202479,0.836058
6913,"""why were all of the inner - city schools changed into conservatories for the arts ? people realized that the only way a negro could be successful is by playing jazz , singing , dancing , or playing sports so they decided not to waste money by teaching them things that would n’t prepare them for the real world .""",0.43275943,0.3389061,0.501313,0.45506808,0.43802842,0.13111606,0.26432478,0.7308384
6914,volkswagen gas emissions scandal . the germans are still trying to gas us .,0.13476147,0.22166327,0.24320072,0.33698615,0.153583,0.08932103,0.48880422,0.5477964
6915,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that they could also eat the potatoes .,0.068918526,0.09671823,0.2396433,0.40838093,0.11507339,0.033688072,0.12566854,0.34959784
6916,a gay muslim walks into a bar . <repeat> he ordered shots for everyone .,0.7464593,0.8416842,0.8301602,0.50033593,0.69804835,0.5084133,0.8763936,0.9430493
6917,what do you call a smart black person ? nonexistent .,0.6887467,0.35011312,0.58975124,0.3398861,0.3074238,0.051574122,0.08630035,0.8009044
6918,"""a man walks into a bar and asks for an obscure beverage : ' hey , do you serve blacks lager by any chance ? ' the waiter replies : ' no we do n't ' the man says : ' yeah neither would i they start throwing their shit at each other after a pint or two '""",0.6887467,0.68226767,0.7943883,0.48803872,0.86226,0.38677338,0.6278515,0.8632592
6919,why are the black man 's eyes always red after sex ? the mace .,0.6556601,0.62266195,0.5541402,0.6755638,0.63046604,0.92186266,0.35407868,0.8008965
6920,why do nt jews like the internet ? because they always got roasted by nazis,0.650189,0.67198217,0.66264594,0.48199832,0.5642667,0.24721529,0.6409863,0.8921792
6921,what did hitler say to the defeated jewish cowboy ? reich for the sky !,0.49688783,0.4498364,0.3674944,0.45183188,0.28655243,0.13502017,0.6391603,0.7288372
6922,"""shopkeeper runs the numbers . fifteen skinheads chased a pakistani into a shop and proceed to kick seven flavours of shit out of him . eventually , the police arrived and arrested everyone . one of the coppers walked over to the shop assistant and asked if he saw it all happen . when the clerk replied , """" yes , """" the cop asked why he did n't help out . """" i thought fifteen was enough , """" came the reply .""",0.4151741,0.4593544,0.525604,0.3996293,0.783563,0.12255848,0.4474288,0.39406437
6923,the young homeless girl was delighted when i asked if i could take her home . she was n't too excited when i walked off with her cardboard box .,0.082104236,0.16678095,0.149862,0.52000105,0.14944397,0.19265305,0.34805188,0.16776223
6924,"""you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car .""",0.44298556,0.12886567,0.25831258,0.22561367,0.14049482,0.13593023,0.0425193,0.48015943
6925,how to pick up chicks how do you pick up a black chick ? noose . how do you pick up a mexican chick ? border patrol . how do you pick up a muslim chick ? body bag . how do you pick up a jewish chick ? dustpan and brush . how do you pick up white chicks ? flunitrazepam .,0.6254302,0.742779,0.7075659,0.7784964,0.63674337,0.6278525,0.7311273,0.89288014
6926,jewish jokes what 's the difference between a jew and a stiff nipple . <repeat> othing because they both disappear after hot shower,0.67902285,0.83294827,0.8017134,0.7784964,0.876051,0.95022625,0.76098406,0.92455935
6927,what 's a mexicans favourite sport ? cross country,0.22598907,0.22032258,0.2730798,0.36773336,0.18076614,0.104919225,0.11318671,0.6259433
6928,what do you get when you cross a black man and an octopus ? i do n't know but it 's damn good at picking cotton .,0.54375964,0.61835754,0.71843493,0.29970506,0.82332784,0.13898453,0.32133618,0.8758111
6929,what do you call a mentally handicapped jew ? aushwistic .,0.7509647,0.68197286,0.8296025,0.22901942,0.62168723,0.106729865,0.31526163,0.9047819
6930,i got arrested for killing a black man . they charged me for impersonating a police officer .,0.44509158,0.67445344,0.54658556,0.3514985,0.39339218,0.14691018,0.91722876,0.8972506
6931,"""i knew a guy who died in a terrorist attack . <repeat> his last words were """" allahu akbar """"""",0.2590451,0.49945727,0.52171177,0.371312,0.28947845,0.11441107,0.82345974,0.74571645
6932,"""i guess bradley manning really is a woman i mean , how else could he fuck up killing himself ?""",0.7382047,0.8416842,0.76812357,0.5253125,0.9271616,0.7549602,0.95325977,0.6710568
6933,i like my women like my wine aged <number> years and stored in the cellar,0.43622825,0.32395303,0.21033348,0.8565649,0.37393224,0.68371606,0.3735801,0.3965662
6934,why are aspirins white ? because they work,0.27045983,0.26173195,0.34470397,0.23139416,0.21892624,0.13977899,0.23626266,0.7435784
6935,how do you make a jew prematurely ejaculate ? pay for dinner,0.8457076,0.76385546,0.702186,0.6711281,0.8868394,0.97149086,0.37301484,0.8008965
6936,"""is the glass half full or half empty ? i really do n't know , because there 's different ways to look at it : - optimism : the glass is half full . - pessimism : the glass is half empty . - feminism : the glass is raping me .""",0.46292964,0.50813365,0.5514826,0.668743,0.43911842,0.8494624,0.6613689,0.6350989
6937,what is the difference between a feminist and a suicide vest ? i can turn on a suicide vest .,0.53430706,0.55267996,0.47880825,0.41791618,0.3129113,0.29606807,0.8377782,0.73392284
6938,what 's the difference between a jew and a bullet ? a bullet can escape the chamber,0.7007861,0.57056075,0.41294098,0.41992673,0.3312503,0.17361608,0.8682025,0.8041377
6939,"""what phrase do black men always love to hear ? """" you are not <allcaps> the father ! """"""",0.4489545,0.2978063,0.5707347,0.38496628,0.2598234,0.096668966,0.1848716,0.8008965
6940,how do you starve a black man . <repeat> put his food stamps under his work boots .,0.7007861,0.71237516,0.7090789,0.37714067,0.5581521,0.15363924,0.8602985,0.92455935
6941,"""you loose your black friend in the dark , where do you lose your muslim friend ? in an explosion""",0.68288773,0.5480318,0.6581996,0.40641534,0.31288624,0.10236448,0.49546653,0.89248693
6942,what 's the worst thing about being told you have alzheimer 's ? it dosen't happen at once,0.16275369,0.06168843,0.25117385,0.13581786,0.12586562,0.02455545,0.10653553,0.087560035
6943,what 's black and white and rolls down a hill ? a maori and a seagull fighting over a fish head .,0.23365098,0.15514937,0.24096201,0.37332815,0.104824156,0.13893956,0.28226867,0.3274619
6944,fat chicks . <repeat> make uggs look like socks .,0.630413,0.6826564,0.80613285,0.6475496,0.7325107,0.49426347,0.46578687,0.751214
6945,why do negros dance to the left ? because they have no rights .,0.7663013,0.73569566,0.7944845,0.445296,0.74225354,0.34690413,0.29703468,0.9352267
6946,what is the difference between a black person and a bench ? at least a bench can support a family,0.5535644,0.2564827,0.34886712,0.2187393,0.1962229,0.07992854,0.13582672,0.7460472
6947,"""a black woman has seven sons ; jerome , jerome , jerome , jerome , jerome , jerome and jerome . how does she distinguish between them ? by their last names .""",0.3983115,0.020700593,0.06771797,0.40102485,0.019181084,0.094495356,0.011778208,0.11443073
6948,how do you pickup a jewish girl ? broom and dustpan .,0.5810591,0.39676985,0.4529358,0.5285028,0.30896255,0.208517,0.36620373,0.71582675
6949,what is the usual woman 's response to a black guy 's pickup line ? rape ! <allcaps>,0.7007861,0.6319967,0.70842695,0.5251362,0.5229828,0.778477,0.73683506,0.8921792
6950,my weed is like the qur'an . <repeat> i burn it until i get stoned .,0.5835036,0.7441055,0.58564353,0.39325023,0.5990886,0.26705453,0.9664865,0.6223902
6951,what do you call a muslim feminist ? dead .,0.8795294,0.5792672,0.5394926,0.37642944,0.35168928,0.15018255,0.7581932,0.86325675
6952,"""so the federal government said we are no longer allowed to call people from indiana """" indianians """" . <repeat> now we must refer to them as """" indyots """" .""",0.39230084,0.16560848,0.30041787,0.44208694,0.18043686,0.06487168,0.1949762,0.48430464
6953,"""why do black people take so long to check out at the grocery store ? mixers in one transaction , booze in the other""",0.5042868,0.33482188,0.44704497,0.3515044,0.29995885,0.17799583,0.25639626,0.79111516
6954,alabama where eharmony and ancestry are the same website .,0.05373499,0.024629323,0.04065156,0.19426107,0.03285768,0.029171765,0.044136032,0.12052158
6955,"""when i was in t - ball as a kid , i could tell my coach was catholic as soon as i joined the team from the way he molested me the same way my priest did . i mean like to a t.""",0.2008281,0.31134,0.2999363,0.31994548,0.29605705,0.6291962,0.3112738,0.5401294
6956,Girls I have dated can never estimate measurements. Just make sure you never date a female carpenter.,0.2712817,0.16671608,0.43183047,0.3325662,0.15809652,0.14174049,0.10726828,0.4790301
6957,"""I wish GPS' had an avoid ghetto"""" setting!""""""",0.22978203,0.08805302,0.1328227,0.39242825,0.081598654,0.061775878,0.21809322,0.1619405
6958,That place was infested with black people.,0.67902285,0.62233645,0.6847826,0.269128,0.5090297,0.1227418,0.34076032,0.87536645
6959,"""Sorry , that must be my Black coming out.""",0.42631236,0.25402698,0.33220267,0.24226238,0.2423977,0.111627646,0.10525226,0.59071
6960,"""Some guy in my school started talking that way randomly, along with some other effeminate mannerism. Funny, when he came out and we all just said we know. [...] I read somewhere that your true accent is the accent you speak when you are drunk or angry as the cognitive load present in putting on a fake accent vanishes or weakens""",0.22991583,0.1676921,0.52703154,0.271616,0.13389148,0.16479266,0.06869934,0.25308982
