text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack,,,,
Obama Foundation building: Not So Fast. ,0.039598234,0.05001574,0.07678156,0.39823103,0.04953832,0.06799614,0.22408354,0.11651859,,,,
🤔so free college education is being touted ,0.0471521,0.057146557,0.11502577,0.27144194,0.09054064,0.13283801,0.13213688,0.12611404,,,,
"""Fucking hell. This goes deep. So it's interconnected with Cantwell (and probably more). Yeah, I'll look when I can... But it will be a while.""",0.7382047,0.680871,0.50618184,0.33336303,0.96887034,0.4822736,0.17057005,0.096270494,,,,
The heat is being turned up under the S.F. liberals who pretend they are not anti-conservatives. Facebook learned you don't screw around with the market and Twitter is going to learn as well,0.2459383,0.13449802,0.38179287,0.24868824,0.19066708,0.07209744,0.07434087,0.3742737,,,,
"""Cheerios 😂, love it. I'm 6ft bubby, I'd post my photo but I'd worry what you'd do with it.""",0.13969667,0.033160612,0.09660264,0.6745009,0.06975387,0.14528804,0.05343816,0.040338207,,,,
Laugh of the day💥 ,0.045778666,0.028111832,0.035708766,0.2955956,0.053803414,0.06448501,0.08130369,0.041811503,,,,
"""And who the fuck came up with the retarded Canadian """"pickle on a stick""""???""",0.8960455,0.82212436,0.90899783,0.33748418,0.9470229,0.7407407,0.30180436,0.87698615,,,,
"""...information that leans more to the left than anything else. You can also tie in her opinions when during the 2016 election, she blatantly rants about women who voted for Trump in this quote: “I have no respect for women who voted for Trump. Okay? I think so poorly...�?(4/14)""",0.2297899,0.055634525,0.26265305,0.37746185,0.03050162,0.02696933,0.033370826,0.2246301,,,,
"""Common sense and Liberalism are totally incompatible. The further Left the leader of a country, the more Muslim invaders' are allowed in. """,0.44428605,0.25529164,0.5467711,0.3450211,0.120646514,0.054450747,0.09629787,0.76817995,,,,
Like faggots use condoms lol,0.8393344,0.8486256,0.895227,0.54546565,0.92678523,0.8998427,0.3382769,0.9047819,,,,
"""All of the men are military age: send them back to fight ISIS and whatever is bothering them in their home country! All """"the married with children"""" among them would have left them behind on their own to face the """"persecution and war"""". """,0.27690583,0.21905817,0.2730681,0.46607578,0.06897628,0.1356705,0.51042616,0.43430993,,,,
"""Oh I got shit for that comment but mainly from males... Oh well, I know who the real men are. You for one my friend 😉""",0.62792164,0.5080455,0.67073506,0.40546748,0.9197472,0.19924776,0.13073651,0.5004436,,,,
"""""""degenerates"""" Yeah, well, you're starting to unconsciously use our lingo. Pretty soon you'll be spitting at race mixers. Living rent free in your head...LaLaLa""",0.49309984,0.42300126,0.6325151,0.5466471,0.35132444,0.24085851,0.5133724,0.58523935,,,,
#Democrats #Liberals are #Socialists #Communists ,0.12695669,0.16761297,0.30941248,0.1486776,0.17432708,0.043180462,0.10138949,0.4609455,,,,
Someone give her a carrot and some hay.,0.14328592,0.14082158,0.2714397,0.53205466,0.20611177,0.23051187,0.21634291,0.111904316,,,,
"""That not Barbie,it's a Muslim doll.I will not but it.""",0.43622825,0.24046391,0.31945717,0.4658908,0.20947833,0.13474202,0.15986668,0.68581,,,,
"""Good 'ole 1A in action as well as good 'ole American consequences for your stupid actions. Have fun saying what you want @RobertsforCD2 but don't expect much support for your ideas...personally, I think of you as a flushed turd...it makes me smile""",0.7138269,0.459037,0.8436374,0.5296066,0.6528454,0.19150768,0.24549092,0.25902444,,,,
Matthey Hickley must be a woman. No man could be so illogical.,0.30053464,0.119719766,0.45998365,0.31526494,0.1671574,0.138827,0.10133458,0.39712217,,,,
Big Business loves big government.  All they care about is maintaining market share.  To do that they use big government to increase the rules and regulations to prohibit or raise the bar for new companies to come in and take their market share.,0.016798683,0.012153923,0.038306646,0.20606308,0.011132928,0.01492393,0.025636092,0.025042139,,,,
"""It is sad that these political fools must be chastised and battled. But WeThePeople shall maintain our freedom from their evil, dominating, and blasphemous ways. """,0.61826205,0.32031912,0.9091764,0.29938313,0.31053984,0.04397966,0.22180982,0.2691821,,,,
The Jew is to the Muslim as the snake handler is to the snake. They are just getting bit by their pet. The Jews are the source of the problem.,0.7007861,0.6074265,0.660731,0.47119164,0.43684715,0.17190747,0.26956558,0.8924384,,,,
but I'd bet those idiots leavin those lib cities will still vote lib (like the lefties leavin California due to lib policies that still vote lib) https://www.naturalnews.com/2018-07-31-new-york-and-california-resort-to-mafia-style-tax-tactics-to-prevent-their-tax-farm-citizens-from-escaping.html,0.73034537,0.34894502,0.88075686,0.42849892,0.55934626,0.034757115,0.15833673,0.29578742,,,,
"""forgive me for calling out unsubstantiated slander? yeah, right. """,0.1884524,0.027235098,0.083034195,0.26563257,0.035231955,0.047718294,0.06534567,0.048592865,,,,
"""""""The #UN an anti-American anti-Christian org that has always been run by totalitarians is now targeting media outlets that R exposing the truth abt invasion of Muslim migrants & the terror crimes & violence they bring with them"""" http://www.dcclothesline.com/2018/07/31/un-targets-media-outlets-that-speak-the-truth-about-muslim-migrants/""",0.37221906,0.35851824,0.41264036,0.51363754,0.1665067,0.12289341,0.48989633,0.74271274,,,,
https://youtu.be/q6FqE82ASZ8  ,0.10699297,0.022668188,0.02511654,0.28016278,0.032728065,0.06488807,0.051443014,0.045595217,,,,
"""Yo, idiot, The US fired the first shot. Where'd U get UR info-Pravda?""",0.86967754,0.6542827,0.96269983,0.35884902,0.6687716,0.07298812,0.7857279,0.30012596,,,,
"""""""#JulianAssange and #WikiLeaks are among the censors�?prized targets. They have disrupted Big Media censorship.""""  #FreeJulianAssange """,0.13835071,0.12550399,0.20556024,0.39578608,0.17728372,0.27354205,0.11134788,0.21753088,,,,
"""And exactly what makes the NF an internet forum in this situation?  If that were the case, Harold would have had no community around him to take care of his death and the fallout therefrom.  I would have no help whatsoever and would have already collapsed.  What about any of this suggests that we're all net?""",0.06132676,0.03332258,0.06816092,0.35416293,0.038607243,0.062996656,0.18147889,0.034977216,,,,
"""“These new emails show anti-Trump FBI official Peter Strzok’s ‘assignment�?gave the Mueller Special Counsel operation special authorities to target President Trump..."""" """,0.05773066,0.062012326,0.18199448,0.5268794,0.028752664,0.04163161,0.2413572,0.08649615,,,,
give her a peach--right up her bung hole,0.53837943,0.4008591,0.49515888,0.8466046,0.6217969,0.7893632,0.2559616,0.24230549,,,,
"""No, in the news it said there was a lot of Kenyan twitter users protesting twitter for censoring someone. Gab wants more users. Gab also probably sees it as a great opportunity to virtue signal with their token blacks. """"See, we aren't all white racist nazis. We have Kenyans here as well."""" lol""",0.45120096,0.42220154,0.660731,0.4381457,0.2486888,0.1464338,0.18504862,0.84546715,,,,
Great more fking Kenyans? What has EVER been improved with MORE Kenyans?,0.5535644,0.41789654,0.46881756,0.51440257,0.57540476,0.4129661,0.23853333,0.2640157,,,,
"""That was a truly IGNORANT thing to say, not to mention illiterate.""",0.5535644,0.21089976,0.88075686,0.1925977,0.28447178,0.03984254,0.051607635,0.12089585,,,,
"""RT @Stormtrooper_Ar: @FoxNews The arrest of #ChloeWright , 25, highlights #TDS in full swing. #Liberals are dangerous-Watch your back.""",0.29855597,0.1709343,0.3430068,0.36709014,0.15191293,0.05277747,0.28715834,0.3987601,,,,
"""Why?  What can an individual do to thwart a collective.  Let's take it to the logical conclusion.  You have a mob, a collective of 500 Marxists with pitchforks.  As an individual you are powerless.  Care to rebut the argument or just ad hominem attack """"oh that's stupid""""""",0.5363433,0.47947413,0.8829068,0.4376568,0.5496344,0.06606908,0.42070302,0.21301739,,,,
"""Liberals Want to Replace American Flag with Gay Rainbow Stripes for """"Diversity""""   https://youtu.be/5ve6SN43z4E""",0.34388447,0.023886368,0.088462755,0.33650738,0.022089986,0.14053538,0.021658273,0.12103357,,,,
"""You are a janitor, we, meaning, you and I, have already established that you are a janitor. More than that you are nothing, a degeneracy advocate and apologist. Everyday this wonderful country moves more to the right, which is closer to what I believe everyday. Keep up the good works.""",0.2712817,0.13994521,0.47690594,0.45997685,0.08995074,0.047343824,0.07288077,0.1260959,,,,
Why is this bastard still alive are there no men left in that country? ,0.8202001,0.6170023,0.9084144,0.25428754,0.8281706,0.07111308,0.45053703,0.5896467,,,,
"""You would say we are not a people, ok you have your autistic definition. We are a group of peoples that have a shared history and have contributed more to the world, both ancient and modern than any other group.  I'm curious are you a Jew?""",0.39010584,0.44143888,0.6257082,0.36908016,0.31076464,0.10509894,0.1773127,0.8008965,,,,
The trouble is Muslims will soon own everything.,0.5026305,0.49914855,0.47342095,0.2755118,0.28006473,0.12967436,0.5194577,0.87072414,,,,
I would like to know how many discoveries and inventions came out of her country of origin? ,0.042001735,0.18158911,0.16660616,0.45819533,0.1237406,0.13955986,0.40563807,0.2480288,,,,
"""RT @NoahPollak: """"bends the bounds of stand-up"""" is a euphemism for """"is not funny"""" https://t.co/TYtQYrAiFw""",0.06012806,0.07336869,0.16530882,0.36119625,0.1465943,0.05659191,0.063722156,0.09960768,,,,
Nogs! Let them starve slow and painful. I don’t give one damn about the future commercials with skinny  noglits with flies all over them wanting money after they chased whites off productive farms ,0.73034537,0.6843674,0.75798917,0.54537433,0.7494681,0.35714477,0.81224966,0.8530647,,,,
"""Hmmm, so we run away when we cannot debate a topic? I see your game""",0.06372416,0.029980866,0.07824096,0.24380845,0.036753293,0.03469459,0.14557706,0.030848792,,,,
"""Between the smog and the smell of feces lining their streets, I don't think these people would know what fresh air is, much less our federal voting laws... """,0.29021257,0.1178053,0.40922922,0.2958791,0.15065813,0.071031846,0.08986406,0.1191545,,,,
LOL - let that dimwitted Korean female talk! At this point even The Onion beats the New York Times when it comes to real news: https://local.theonion.com/we-must-protect-the-pure-aryan-bloodline-says-child-1826868946,0.44805592,0.3606138,0.734651,0.66920435,0.27504832,0.19813468,0.31838506,0.6670001,,,,
Sweden has a massive migrant problem ,0.34388447,0.12708265,0.20366603,0.24311168,0.14238697,0.086080186,0.09589574,0.40697974,,,,
https://endtimeheadlines.org/2018/08/mysterious-foam-substance-found-oozing-onto-metro-detroit-road-leaving-residence-baffled/ More weird stuff going on.,0.016451603,0.008144122,0.02662995,0.2658385,0.004527746,0.012185073,0.015313641,0.014246031,,,,
white Americans are the only Americans #Philosophy,0.41950125,0.176964,0.21374601,0.21991852,0.1468912,0.06888387,0.082038306,0.51602954,,,,
"""Mueller has always been a corrupt federal """"persecutor"""". His claim to fame is giving murderers and criminals a pass in order to prosecute and persecute petty crimes or seek publicity.-- HistoryMatters""",0.4151741,0.19937402,0.5645695,0.5047684,0.061243515,0.04571745,0.31897584,0.20681548,,,,
So here we have another blue checked verified Racist on Twatter. Yet I cannot get my channel verified. I guess we know where Jack's priorities are. ,0.23628397,0.16727914,0.45532823,0.38471532,0.10658322,0.06705199,0.17144053,0.3617521,,,,
"""If you’re referencing the post about pornography (under which this thread is not located), then I was not attacking just your masculinity (if, as it seems, you are supporting pornography): I was attacking your personhood.""",0.38953075,0.19350533,0.1852958,0.41439903,0.30808675,0.778477,0.40115207,0.17563601,,,,
"""what a mean, bitter person she is""",0.43451136,0.16888072,0.64248514,0.22375178,0.20108563,0.0621541,0.08227101,0.183355,,,,
Go to Cafe Press & order yard signs & bumper stickers that says the majority of the press is the enemy of the people,0.15217799,0.07604681,0.16173978,0.21528378,0.06056387,0.023173057,0.197504,0.12066208,,,,
Islamic ideology.. blind following of a deity is insane ,0.5535644,0.4219845,0.565791,0.3310011,0.3056326,0.11490336,0.21078941,0.76346296,,,,
It's the plan for white genocide.,0.59863794,0.5023557,0.46283653,0.3483098,0.30484998,0.11209343,0.8342126,0.8008965,,,,
"""This time there is a President who stands for freedom, individual rights �?Americanism instead of a hard-left, pro-mullah traitor such as Barack Hussein. This time, the Iranian people have a real shot to throw off the yoke of Islamic tyranny and totalitarianism. """,0.41523102,0.48521888,0.70033926,0.46001837,0.141858,0.0803495,0.76200265,0.69989794,,,,
🍿 Moviegoers Give “Death Of A Nation�?RARE ‘A�?Rating 🍿 ,0.39206567,0.48547274,0.272689,0.27186915,0.22111984,0.039561965,0.8908898,0.4437844,,,,
"""I love using shotguns in Fallout for doing """"Facial deconstruction surgery"""", just a shame that they have the effective firing range of a nats genitals.""",0.56268007,0.3813754,0.4428003,0.64088845,0.507525,0.92006356,0.4821936,0.20887282,,,,
That is a truly shocking number of shootings. What on earth is going on there ? Surely this must be a priority for President Trump ?,0.30053464,0.15458792,0.23881558,0.3632092,0.18893786,0.04561163,0.5067265,0.13764119,,,,
This will blow up in the left's face,0.4151741,0.2304939,0.26628885,0.4906068,0.15888771,0.2794347,0.69223285,0.15832992,,,,
Sharia is ILLEGAL anyhwere in the US.. It violates Constitutional guarantees of a Republic form of govt that is required. Arrest all of them and deport them to Africa.,0.4151741,0.32522666,0.37707636,0.3546744,0.16570738,0.10862625,0.53931534,0.58523935,,,,
The 'gas chambers' are ridiculous. No scientist has ever looked into an alleged gas chamber and concluded it made sense. ,0.38965073,0.32650793,0.7951727,0.3246909,0.3199622,0.04760113,0.61252946,0.23514737,,,,
